Vocabulary,name,Users,MEDS:STATUS,MEDS:CATEGORY_MEANING_E,MEDS:CATEGORY_MEANING_F,MEDS:UNITS_DESCRIPTOR_E,MEDS:UNITS_DESCRIPTOR_F,MEDS:CF_CODE,MEDS:NETCDF_LONG_NAME,MEDS:WMO_CODE_TABLE_ID,MEDS:CONVENTION,BIO:units,BIO:P06 urn,BIO:P06 name,BIO:P01 urn,BIO:P01 name,BIO:CF_CODE,IML:definition,IML:units,standard_name,SDN:P07::id,SDN:P01::id,SDN:P01::urn,SDN:P01::prefLabel,sdn_parameter_urn,sdn_parameter_name,SDN:P06::id,SDN:P06::urn,SDN:P06::prefLabel,sdn_uom_urn,sdn_uom_name,expected_units,definition,convention
NODC,AREA,NODC,A,Position and navigation,Position et navigation,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,ARG$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,ATMP,NODC,A,Meteorology,Météorologie,hectopascal,hectopascal,,,,,,,,,,,,,,,,,,,,,,,,,hectopascal,,
NODC,ATMS,NODC,A,Meteorology,Météorologie,hectopascal,hectopascal,,,,,,,,,,,,,,,,,,,,,,,,,hectopascal,,
NODC,ATPT,NODC,A,Meteorology,Météorologie,hectopascal per hour,hectopascal par heure,,,,,,,,,,,,,,,,,,,,,,,,,hectopascal per hour,,
NODC,B14$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,,,,,,,,,,,,volt,,
NODC,BATH,NODC,A,Geophysics,Géophysique,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
NODC,BCI$,NODC,A,Position and navigation,Position et navigation,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
NODC,BMS$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,BQA$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,BQZ$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,BTP$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,BV7$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,,,,,,,,,,,,volt,,
NODC,BYM$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,CALK,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,millimole per metre cube,,
NODC,CAST,NODC,A,Physical Oceanography,Océanographie physique,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,CCLL,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,CCVR,NODC,A,Meteorology,Météorologie,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,CDD$,NODC,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
NODC,CDP$,NODC,A,Meteorology,Météorologie,part per million,partie par million,,,,,,,,,,,,,,,,,,,,,,,,,part per million,,
NODC,CDX$,NODC,A,Meteorology,Météorologie,part per million,partie par million,,,,,,,,,,,,,,,,,,,,,,,,,part per million,,
NODC,CHAC,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,CHCD,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,CHDA,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,CHDP,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,CHLT,NODC,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
NODC,CHPF,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,CITW,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,CLCM,NODC,A,Meteorology,Météorologie,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
NODC,CLDA,NODC,A,Meteorology,Météorologie,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
NODC,CLDT,NODC,A,Meteorology,Météorologie,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
NODC,COND,NODC,A,Physical Oceanography,Océanographie physique,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,CORG,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,millimole per metre cube,,
NODC,CPH$,NODC,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
NODC,CPHL,NODC,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
NODC,CRC$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,CRID,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,CSC1,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,CSID,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,CSN$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,DATE,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,DAY$,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,DBID,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,DDS$,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,DEPC,NODC,A,Methods,Méthodes,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,DEPH,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
NODC,DEPP,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
NODC,DEWT,NODC,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
NODC,DKT$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,DOX$,NODC,A,Biological Oceanography,Océanographie biologique,millilitre per litre,millilitre par litre,,,,,,,,,,,,,,,,,,,,,,,,,millilitre per litre,,
NODC,DOX2,NODC,A,Physical Oceanography,Océanographie physique,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,,,,,,,,,,,,micromole per kilogram,,
NODC,DOXY,NODC,A,Physical Oceanography,Océanographie physique,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,millimole per metre cube,,
NODC,DPC$,NODC,A,Methods,Méthodes,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,DPS$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,hour,heure,,,,,,,,,,,,,,,,,,,,,,,,,hour,,
NODC,DRDP,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
NODC,DRHR,NODC,A,Time and frequency,Temps et fréquence,hour,heure,,,,,,,,,,,,,,,,,,,,,,,,,hour,,
NODC,DRYT,NODC,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
NODC,DT2$,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,DTE$,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,D_P$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,F11$,NODC,A,Chemistry,Chimie,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,F12$,NODC,A,Chemistry,Chimie,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,FLAG,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,FLO1,NODC,A,Chemistry,Chimie,milligram per litre,milligramme par litre,,,,,,,,,,,,,,,,,,,,,,,,,milligram per litre,,
NODC,FLU1,NODC,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
NODC,FLU2,NODC,A,Chemistry,Chimie,volt,volt,,,,,,,,,,,,,,,,,,,,,,,,,volt,,
NODC,FRA$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,FRE$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,FRQ$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,FTD#,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,dimensionless,sans dimension,,,,,,,,,,,,,,,,,,,,,,,,,dimensionless,,
NODC,FTT#,NODC,A,Date and time within day,Date et temps dans une journée,hour,heure,,,,,,,,,,,,,,,,,,,,,,,,,hour,,
NODC,GCLL,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,GE1$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,GE2$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,GG1$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,GG2$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,GG3$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,GGC$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,GGCM,NODC,A,Position and navigation,Position et navigation,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
NODC,GGI$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,GGST,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,GNCO,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,GNCR,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,GNOX,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,GOCO,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,GOCR,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,HCDT,NODC,A,Physical Oceanography,Océanographie physique,degree(angle),degré(angle),,,,,,,,,,,,,,,,,,,,,,,,,degree,,
NODC,HCSP,NODC,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,,,,,,,,,,,,,,,,,,,,,,metre per second,,
NODC,HEAD,NODC,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,,,,,,,,,,,,degree,,
NODC,HHMM,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,HM2$,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,HOUR,NODC,A,Date and time within day,Date et temps dans une journée,hour,heure,,,,,,,,,,,,,,,,,,,,,,,,,hour,,
NODC,HTL$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
NODC,ICD$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,ICEF,NODC,A,Physical Oceanography,Océanographie physique,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,ICT$,NODC,A,Physical Oceanography,Océanographie physique,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
NODC,IDEN,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,INS1,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,INTE,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,INTS,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,IST$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,ITS#,NODC,A,Other physical oceanographic measurements,Autres mesures d'océanographie physique,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
NODC,LALO,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,LAT$,NODC,A,Position and navigation,Position et navigation,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,LATI,NODC,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,,,,,,,,,,,,degree,,
NODC,LATP,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
NODC,LDAT,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,LN2$,NODC,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,,,,,,,,,,,,degree,,
NODC,LNC$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
NODC,LOAN,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,LON$,NODC,A,Position and navigation,Position et navigation,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,LONG,NODC,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,,,,,,,,,,,,degree,,
NODC,LONP,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
NODC,LT2$,NODC,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,,,,,,,,,,,,degree,,
NODC,LTN#,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
NODC,LYD$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,MBN$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,MNTH,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,MNTS,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,MRT#,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,NAM$,NODC,A,General purpose,Tout usage,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
NODC,NH3$,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,millimole per metre cube,,
NODC,NPA$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
NODC,NPD$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
NODC,NPS$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
NODC,NRP$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
NODC,NSRF,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,NTRA,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,millimole per metre cube,,
NODC,NTRI,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,millimole per metre cube,,
NODC,NTRZ,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,millimole per metre cube,,
NODC,NVD$,NODC,A,General purpose,Tout usage,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
NODC,NVS$,NODC,A,General purpose,Tout usage,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
NODC,OCC$,NODC,A,Methods,Méthodes,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,OCD$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,OCL#,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,OCP$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,OCR$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,OID$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,OLS#,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,OMV$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,ONM1,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,OSI$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,OXYG,NODC,A,Biological Oceanography,Océanographie biologique,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,,,,,,,,,,,,micromole per kilogram,,
NODC,PAR$,NODC,A,Biological Oceanography,Océanographie biologique,microeinstein per metre square per second,microEinstein par mètre carré par seconde,,,,,,,,,,,,,,,,,,,,,,,,,microeinstein per metre square per second,,
NODC,PAR1,NODC,A,Biological Oceanography,Océanographie biologique,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,PB1$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,,,,,,,,,,,,volt,,
NODC,PBA$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,,,,,,,,,,,,volt,,
NODC,PBC$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,,,,,,,,,,,,,,,,,,,,,,milliampere,,
NODC,PBP$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
NODC,PBS$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
NODC,PBV$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,,,,,,,,,,,,volt,,
NODC,PCA$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,,,,,,,,,,,,,,,,,,,,,,milliampere,,
NODC,PCS$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,,,,,,,,,,,,,,,,,,,,,,milliampere,,
NODC,PDID,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,PDT$,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,PEQ$,NODC,A,Methods,Méthodes,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
NODC,PFL$,NODC,A,General purpose,Tout usage,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
NODC,PFN$,NODC,A,General purpose,Tout usage,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
NODC,PFR$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
NODC,PGID,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,PH1$,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,millimole per metre cube,,
NODC,PHA$,NODC,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
NODC,PHOS,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,millimole per metre cube,,
NODC,PHPH,NODC,A,Chemistry,Chimie,dimensionless,sans dimension,,,,,,,,,,,,,,,,,,,,,,,,,dimensionless,,
NODC,PIV$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,inch of Mercury,pouce de mercure,,,,,,,,,,,,,,,,,,,,,,,,,inch of Mercury,,
NODC,PLAT,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,PLT$,NODC,A,Physical Oceanography,Océanographie physique,percent per metre,pourcentage par mètre,,,,,,,,,,,,,,,,,,,,,,,,,percent per metre,,
NODC,PLTN,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,PMT$,NODC,A,Date and time within day,Date et temps dans une journée,second,seconde,,,,,,,,,,,,,,,,,,,,,,,,,second,,
NODC,PNM1,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,POC_,NODC,A,Biological Oceanography,Océanographie biologique,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,millimole per metre cube,,
NODC,POF$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,decibar,decibar,,,,,,,,,,,,,,,,,,,,,,,,,decibar,,
NODC,PP1$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
NODC,PP2$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
NODC,PPC$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,,,,,,,,,,,,,,,,,,,,,,milliampere,,
NODC,PPS$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
NODC,PRES,NODC,A,Physical Oceanography,Océanographie physique,decibar,decibar,,,,,,,,,,,,,,,,,,,,,,,,,decibar,,
NODC,PRHB,NODC,A,Physical Oceanography,Océanographie physique,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,PRO1,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,PROJ,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,PRP$,NODC,A,Biological Oceanography,Océanographie biologique,milligram Carbon per metre cube per hour,milligramme carbone par mètre cube par heure,,,,,,,,,,,,,,,,,,,,,,,,,milligram Carbon per metre cube per hour,,
NODC,PRT$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
NODC,PSAL,NODC,A,Physical Oceanography,Océanographie physique,practical salinity unit (PSS-78),unité de salinité pratique (PSS-78),,,,,,,,,,,,,,,,,,,,,,,,,practical salinity unit (PSS-78),,
NODC,PSP$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,decibar,decibar,,,,,,,,,,,,,,,,,,,,,,,,,decibar,,
NODC,PTM$,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,PTT$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,PVA$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,millibar,millibar,,,,,,,,,,,,,,,,,,,,,,,,,millibar,,
NODC,PVS$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,,,,,,,,,,,,volt,,
NODC,QAF$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,QAO$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,QAP$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,QCF$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,QCP$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
NODC,QIF$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
